Order ID,Order Date,Origin Port,Carrier,Traffic Level,Customer ID,Product ID,Destination Port,Unit Quantity,Weight,Cost Per Unit,Total Cost
9181,2022-03-23,Port 63,V44_3,1,6246,95,Port 9,437,599,66.69,29143.53
9182,2020-10-14,Port 78,V44_9,5,8581,48,Port 19,312,320,68.47,21362.64
9183,2021-04-28,Port 93,V44_12,3,7048,22,Port 65,370,137,48.83,18067.1
9184,2020-08-17,Port 64,V44_6,1,7028,80,Port 98,57,874,39.96,2277.72
9185,2023-03-15,Port 56,V44_2,4,1394,37,Port 67,182,135,29.02,5281.64
9186,2022-10-21,Port 56,V44_9,1,7516,3,Port 50,346,336,18.19,6293.74
9187,2020-09-04,Port 21,V44_2,3,5754,58,Port 55,40,31,22.62,904.8
9188,2022-12-04,Port 63,V44_11,2,6257,92,Port 75,27,982,99.28,2680.56
9189,2023-09-22,Port 86,V44_7,3,3481,88,Port 14,326,931,74.13,24166.38
9190,2023-04-03,Port 8,V44_2,2,5838,92,Port 12,35,536,30.82,1078.7
9191,2022-12-11,Port 46,V44_11,2,5374,56,Port 17,272,993,56.13,15267.36
9192,2021-05-30,Port 14,V44_3,3,9497,54,Port 87,202,833,27.28,5510.56
9193,2022-10-13,Port 9,V44_11,3,5882,43,Port 17,387,735,52.82,20441.34
9194,2020-07-03,Port 42,V44_6,5,6450,79,Port 26,172,273,80.33,13816.76
9195,2021-05-02,Port 91,V44_6,1,7444,65,Port 22,312,853,54.09,16876.08
9196,2023-05-13,Port 62,V44_10,2,6952,7,Port 10,259,792,43.55,11279.45
9197,2020-09-07,Port 78,V44_1,3,4090,88,Port 34,267,831,56.74,15149.58
9198,2021-10-03,Port 38,V44_5,1,5978,54,Port 81,142,441,47.95,6808.9
9199,2021-11-05,Port 19,V44_11,4,8548,29,Port 85,412,890,12.2,5026.4
9200,2023-04-11,Port 31,V44_7,2,2090,44,Port 22,126,474,86.54,10904.04
9201,2022-03-09,Port 67,V44_2,3,5722,1,Port 42,387,425,26.49,10251.63
9202,2021-04-28,Port 64,V44_1,2,5117,87,Port 21,448,634,75.26,33716.48
9203,2022-05-16,Port 28,V44_1,2,9244,31,Port 49,317,900,65.16,20655.72
9204,2021-03-22,Port 54,V44_8,1,9604,44,Port 11,97,947,65.26,6330.22
9205,2020-10-22,Port 63,V44_10,1,7308,85,Port 14,242,508,81.12,19631.04
9206,2020-08-06,Port 2,V44_3,3,6057,53,Port 75,450,265,78.45,35302.5
9207,2020-12-24,Port 40,V44_4,4,1247,24,Port 63,439,849,19.22,8437.58
9208,2021-03-14,Port 81,V44_1,1,4737,61,Port 83,270,68,41.9,11313.0
9209,2021-07-16,Port 21,V44_5,1,3098,79,Port 70,124,977,93.93,11647.32
9210,2022-06-19,Port 44,V44_7,5,7203,74,Port 73,280,383,30.71,8598.8
9211,2022-04-16,Port 81,V44_7,4,7715,67,Port 19,338,156,47.57,16078.66
9212,2021-06-04,Port 40,V44_1,5,8880,15,Port 43,397,466,15.54,6169.38
9213,2023-04-22,Port 88,V44_1,5,3466,16,Port 80,26,707,79.58,2069.08
9214,2020-04-24,Port 80,V44_2,3,4777,94,Port 40,168,531,61.54,10338.72
9215,2022-10-01,Port 55,V44_3,5,3743,88,Port 51,490,550,51.39,25181.1
9216,2022-12-28,Port 79,V44_9,2,7858,12,Port 98,100,834,20.58,2058.0
9217,2022-02-06,Port 16,V44_4,2,6963,29,Port 98,118,787,28.01,3305.18
9218,2023-12-03,Port 77,V44_9,3,9695,79,Port 41,439,297,82.74,36322.86
9219,2020-08-19,Port 17,V44_3,5,6457,67,Port 58,233,582,61.21,14261.93
9220,2021-10-10,Port 68,V44_8,5,1375,100,Port 34,423,1000,88.01,37228.23
9221,2023-01-22,Port 37,V44_2,5,5000,96,Port 81,372,244,64.2,23882.4
9222,2022-05-17,Port 44,V44_1,1,7847,33,Port 81,312,25,41.2,12854.4
9223,2022-08-30,Port 93,V44_2,5,9436,26,Port 35,348,810,58.25,20271.0
9224,2023-10-30,Port 48,V44_12,2,2959,44,Port 49,349,858,31.55,11010.95
9225,2021-05-19,Port 89,V44_12,1,2116,47,Port 48,134,239,26.42,3540.28
9226,2021-07-22,Port 17,V44_3,2,4462,21,Port 90,380,815,55.62,21135.6
9227,2020-10-23,Port 48,V44_4,5,3771,50,Port 28,298,809,59.28,17665.44
9228,2022-01-13,Port 73,V44_3,5,2075,78,Port 24,415,436,98.96,41068.4
9229,2022-08-31,Port 61,V44_10,3,8136,26,Port 48,131,430,47.48,6219.88
9230,2022-01-23,Port 9,V44_12,4,2177,95,Port 88,361,668,87.19,31475.59
9231,2021-09-23,Port 3,V44_11,1,1792,62,Port 41,462,776,31.88,14728.56
9232,2020-02-13,Port 58,V44_7,3,2990,47,Port 36,7,176,43.33,303.31
9233,2023-08-14,Port 48,V44_2,1,2585,78,Port 37,247,937,34.45,8509.15
9234,2023-05-25,Port 54,V44_6,3,8057,20,Port 10,407,90,27.04,11005.28
9235,2020-03-12,Port 32,V44_2,2,9746,57,Port 15,28,590,81.18,2273.04
9236,2023-09-18,Port 27,V44_3,3,4645,27,Port 67,387,191,70.2,27167.4
9237,2020-04-21,Port 42,V44_1,5,7771,26,Port 13,284,369,23.62,6708.08
9238,2023-11-15,Port 89,V44_11,2,1944,5,Port 99,14,253,12.81,179.34
9239,2023-10-07,Port 30,V44_5,1,6081,84,Port 89,458,703,64.37,29481.46
9240,2021-05-05,Port 41,V44_9,4,3416,65,Port 69,277,329,58.81,16290.37
9241,2021-06-02,Port 82,V44_12,1,5334,76,Port 86,265,732,34.5,9142.5
9242,2023-02-05,Port 61,V44_6,1,4958,61,Port 98,7,840,78.53,549.71
9243,2022-02-26,Port 36,V44_1,4,2758,83,Port 90,417,80,81.82,34118.94
9244,2021-09-25,Port 72,V44_8,3,4988,85,Port 44,31,532,84.26,2612.06
9245,2023-08-01,Port 44,V44_12,5,4385,47,Port 11,5,679,27.76,138.8
9246,2023-12-05,Port 74,V44_7,2,7974,28,Port 28,481,613,90.98,43761.38
9247,2022-01-13,Port 43,V44_7,2,9965,87,Port 49,270,509,27.99,7557.3
9248,2023-11-04,Port 90,V44_6,4,8592,6,Port 58,442,178,11.23,4963.66
9249,2020-09-06,Port 25,V44_4,4,6056,59,Port 25,413,186,63.51,26229.63
9250,2022-12-31,Port 17,V44_12,1,4577,15,Port 66,98,563,56.76,5562.48
9251,2021-04-29,Port 42,V44_5,4,8152,13,Port 3,141,878,94.03,13258.23
9252,2022-06-25,Port 81,V44_5,3,4614,46,Port 88,353,263,72.73,25673.69
9253,2022-03-06,Port 74,V44_7,5,1126,24,Port 44,282,579,16.87,4757.34
9254,2020-01-17,Port 30,V44_12,4,2129,69,Port 19,335,262,58.31,19533.85
9255,2022-03-15,Port 91,V44_1,3,5002,49,Port 8,345,643,56.12,19361.4
9256,2021-06-07,Port 76,V44_5,3,7808,63,Port 27,146,82,50.77,7412.42
9257,2021-09-08,Port 79,V44_11,3,2514,95,Port 71,209,44,14.78,3089.02
9258,2020-07-03,Port 31,V44_3,4,8910,21,Port 83,492,638,71.26,35059.92
9259,2021-04-27,Port 32,V44_3,1,2889,11,Port 83,175,892,39.47,6907.25
9260,2021-09-01,Port 63,V44_8,5,4652,72,Port 70,287,583,77.57,22262.59
9261,2021-03-06,Port 73,V44_7,1,1723,57,Port 13,356,607,13.39,4766.84
9262,2020-11-24,Port 61,V44_4,2,6786,88,Port 89,144,142,81.75,11772.0
9263,2022-06-17,Port 3,V44_11,2,7314,23,Port 76,198,563,64.39,12749.22
9264,2023-07-17,Port 41,V44_5,5,5461,42,Port 28,101,283,93.23,9416.23
9265,2021-10-11,Port 66,V44_7,1,2857,37,Port 57,327,207,76.39,24979.53
9266,2023-08-12,Port 13,V44_1,2,4722,22,Port 93,248,651,37.7,9349.6
9267,2022-04-12,Port 50,V44_2,3,6338,94,Port 55,119,295,49.14,5847.66
9268,2020-03-10,Port 97,V44_10,4,7146,100,Port 66,353,148,76.8,27110.4
9269,2021-07-15,Port 19,V44_2,4,5926,88,Port 39,133,702,98.92,13156.36
9270,2020-06-13,Port 80,V44_6,5,2241,81,Port 100,468,238,50.78,23765.04
9271,2022-10-03,Port 42,V44_4,1,8147,30,Port 13,362,377,93.1,33702.2
9272,2022-08-22,Port 11,V44_1,5,8901,96,Port 69,163,577,62.34,10161.42
9273,2022-04-25,Port 68,V44_6,3,3724,68,Port 100,200,386,24.59,4918.0
9274,2021-11-12,Port 63,V44_8,2,9973,64,Port 36,236,574,49.78,11748.08
9275,2022-05-15,Port 60,V44_12,4,4263,58,Port 64,409,447,97.34,39812.06
9276,2020-07-24,Port 78,V44_12,4,3740,42,Port 11,372,693,65.01,24183.72
9277,2020-11-24,Port 94,V44_11,3,6472,5,Port 34,179,746,82.23,14719.17
9278,2023-12-01,Port 35,V44_4,2,1264,98,Port 49,265,713,55.29,14651.85
9279,2021-06-18,Port 9,V44_12,5,6716,41,Port 86,313,409,54.4,17027.2
9280,2022-11-02,Port 58,V44_5,2,6125,40,Port 18,134,255,84.94,11381.96
9281,2020-05-15,Port 50,V44_8,5,7342,45,Port 22,409,670,67.67,27677.03
9282,2021-12-21,Port 100,V44_3,4,9281,47,Port 4,294,862,83.38,24513.72
9283,2022-05-11,Port 25,V44_5,4,4102,10,Port 10,133,515,98.38,13084.54
9284,2023-05-18,Port 99,V44_4,2,6654,91,Port 34,147,545,75.29,11067.63
9285,2023-01-26,Port 36,V44_6,4,6555,30,Port 85,464,600,42.67,19798.88
9286,2021-10-31,Port 92,V44_9,4,4511,84,Port 67,259,895,88.15,22830.85
9287,2022-07-17,Port 19,V44_7,3,5153,50,Port 32,221,538,26.39,5832.19
9288,2023-11-24,Port 47,V44_2,2,8557,7,Port 26,485,913,43.16,20932.6
9289,2020-02-26,Port 100,V44_8,5,8474,41,Port 32,449,82,77.59,34837.91
9290,2020-04-16,Port 8,V44_7,2,9604,54,Port 42,201,197,21.61,4343.61
9291,2023-08-06,Port 61,V44_9,1,6354,2,Port 35,343,3,19.15,6568.45
9292,2023-08-06,Port 32,V44_3,1,6530,31,Port 8,331,648,17.02,5633.62
9293,2021-01-11,Port 29,V44_3,3,2858,24,Port 13,71,738,94.55,6713.05
9294,2023-07-14,Port 82,V44_6,3,3333,69,Port 15,204,504,68.28,13929.12
9295,2022-06-27,Port 1,V44_2,3,9428,37,Port 24,358,490,53.42,19124.36
9296,2023-08-05,Port 42,V44_12,5,9332,54,Port 57,359,27,15.9,5708.1
9297,2020-10-05,Port 46,V44_11,5,3146,21,Port 22,339,700,48.54,16455.06
9298,2020-01-07,Port 80,V44_3,1,1893,96,Port 70,389,581,19.29,7503.81
9299,2022-03-31,Port 62,V44_8,4,5773,88,Port 27,370,556,55.13,20398.1
9300,2021-02-13,Port 72,V44_11,1,7370,68,Port 50,330,909,71.35,23545.5
9301,2023-07-10,Port 19,V44_3,2,1329,63,Port 2,127,276,53.7,6819.9
9302,2021-09-17,Port 35,V44_7,5,8791,33,Port 26,493,992,95.58,47120.94
9303,2021-10-04,Port 41,V44_8,4,6673,73,Port 1,317,621,12.05,3819.85
9304,2023-03-25,Port 63,V44_1,4,1378,28,Port 66,376,952,10.05,3778.8
9305,2020-06-17,Port 41,V44_9,4,3051,25,Port 62,61,191,14.82,904.02
9306,2020-08-14,Port 78,V44_7,5,6964,91,Port 100,204,285,45.3,9241.2
9307,2020-11-19,Port 69,V44_7,4,4269,98,Port 51,373,502,10.98,4095.54
9308,2021-05-26,Port 26,V44_12,2,6306,55,Port 38,446,432,68.14,30390.44
9309,2022-11-23,Port 83,V44_7,3,3293,27,Port 60,139,344,10.19,1416.41
9310,2023-08-22,Port 25,V44_6,5,1719,48,Port 62,245,406,29.86,7315.7
9311,2020-09-23,Port 77,V44_12,3,1012,53,Port 6,48,433,84.55,4058.4
9312,2023-05-01,Port 78,V44_7,5,6271,10,Port 94,31,618,29.39,911.09
9313,2023-11-05,Port 16,V44_3,4,4030,35,Port 74,321,533,87.1,27959.1
9314,2022-04-20,Port 38,V44_3,4,1766,88,Port 2,2,733,20.24,40.48
9315,2021-10-16,Port 94,V44_5,2,6839,51,Port 54,143,221,40.43,5781.49
9316,2022-07-13,Port 8,V44_2,2,6286,71,Port 85,436,352,29.52,12870.72
9317,2022-09-06,Port 95,V44_10,5,9464,93,Port 86,158,789,45.02,7113.16
9318,2020-09-30,Port 25,V44_8,2,1273,71,Port 62,365,635,67.73,24721.45
9319,2021-06-17,Port 68,V44_7,4,9758,82,Port 56,91,387,82.97,7550.27
9320,2020-12-21,Port 65,V44_9,4,1202,35,Port 14,97,353,20.99,2036.03
9321,2023-11-08,Port 37,V44_8,3,2976,73,Port 70,218,41,14.12,3078.16
9322,2023-04-29,Port 32,V44_9,1,9764,87,Port 31,169,185,49.58,8379.02
9323,2021-11-01,Port 49,V44_5,3,8671,90,Port 100,150,248,84.21,12631.5
9324,2021-07-31,Port 55,V44_10,5,6536,17,Port 60,89,289,59.45,5291.05
9325,2021-02-10,Port 90,V44_5,4,5526,69,Port 49,278,526,96.89,26935.42
9326,2020-06-21,Port 2,V44_8,5,8657,29,Port 19,382,228,96.75,36958.5
9327,2022-04-28,Port 39,V44_8,1,3813,90,Port 95,374,372,38.72,14481.28
9328,2022-01-22,Port 34,V44_2,4,4812,73,Port 78,178,834,94.94,16899.32
9329,2021-01-07,Port 27,V44_11,4,7020,96,Port 48,389,656,88.5,34426.5
9330,2022-03-16,Port 19,V44_3,4,2709,6,Port 1,86,556,77.19,6638.34
9331,2022-02-11,Port 38,V44_10,4,7903,72,Port 62,251,953,70.07,17587.57
9332,2023-03-14,Port 4,V44_1,5,3860,41,Port 54,245,551,19.55,4789.75
9333,2021-04-04,Port 4,V44_11,2,7230,13,Port 84,280,936,24.86,6960.8
9334,2020-02-12,Port 84,V44_4,1,3814,92,Port 62,492,431,56.73,27911.16
9335,2020-02-17,Port 83,V44_6,2,8916,4,Port 89,123,461,62.67,7708.41
9336,2023-02-17,Port 98,V44_1,2,7209,4,Port 9,485,369,60.64,29410.4
9337,2023-08-18,Port 54,V44_1,3,3322,84,Port 82,493,188,79.23,39060.39
9338,2023-06-07,Port 11,V44_7,2,9919,12,Port 54,412,57,21.79,8977.48
9339,2023-07-07,Port 48,V44_2,5,8162,86,Port 24,354,15,79.55,28160.7
9340,2021-04-13,Port 60,V44_9,5,8351,86,Port 13,299,618,84.07,25136.93
9341,2020-07-01,Port 100,V44_5,1,7125,43,Port 64,45,104,11.88,534.6
9342,2022-08-05,Port 19,V44_9,1,5034,20,Port 19,447,454,57.83,25850.01
9343,2021-02-10,Port 58,V44_10,3,5270,71,Port 6,71,278,80.87,5741.77
9344,2021-06-20,Port 81,V44_8,4,4441,52,Port 37,416,900,15.31,6368.96
9345,2023-12-07,Port 49,V44_5,4,9900,86,Port 70,141,768,58.57,8258.37
9346,2020-12-11,Port 72,V44_3,1,4850,91,Port 68,231,478,44.36,10247.16
9347,2020-04-11,Port 21,V44_3,4,4704,35,Port 67,250,936,52.4,13100.0
9348,2022-04-01,Port 77,V44_4,4,5600,7,Port 51,287,545,79.36,22776.32
9349,2023-06-19,Port 57,V44_6,3,7503,34,Port 72,286,411,66.83,19113.38
9350,2022-05-28,Port 98,V44_5,1,7364,11,Port 7,136,111,65.72,8937.92
9351,2023-05-14,Port 41,V44_4,4,2967,97,Port 85,156,754,16.02,2499.12
9352,2021-06-16,Port 14,V44_5,3,1846,72,Port 39,194,662,77.11,14959.34
9353,2020-11-01,Port 36,V44_1,2,9739,27,Port 14,19,597,74.88,1422.72
9354,2020-07-01,Port 59,V44_5,1,5184,15,Port 65,228,257,11.37,2592.36
9355,2022-01-23,Port 36,V44_12,2,6873,12,Port 50,439,938,98.18,43101.02
9356,2020-12-14,Port 26,V44_7,2,8258,75,Port 74,6,888,15.06,90.36
9357,2023-03-07,Port 91,V44_12,5,8245,5,Port 29,436,243,55.29,24106.44
9358,2020-08-28,Port 78,V44_7,1,9855,10,Port 6,121,39,86.07,10414.47
9359,2020-01-29,Port 59,V44_9,4,9375,58,Port 29,270,905,72.64,19612.8
9360,2022-12-12,Port 37,V44_3,1,4712,88,Port 86,318,508,38.43,12220.74
9361,2022-06-10,Port 21,V44_2,5,8281,7,Port 21,336,319,58.96,19810.56
9362,2022-07-18,Port 76,V44_3,4,4028,7,Port 50,428,358,20.48,8765.44
9363,2023-10-11,Port 17,V44_2,1,6067,88,Port 39,447,184,22.39,10008.33
9364,2022-10-09,Port 42,V44_6,3,3335,91,Port 84,176,510,45.95,8087.2
9365,2020-08-30,Port 3,V44_11,1,1526,51,Port 43,71,378,18.25,1295.75
9366,2021-04-04,Port 16,V44_7,1,6178,67,Port 52,172,684,26.53,4563.16
9367,2021-02-20,Port 7,V44_5,5,5648,73,Port 33,299,844,16.06,4801.94
9368,2021-01-25,Port 42,V44_10,2,1892,96,Port 79,141,465,34.08,4805.28
9369,2021-06-29,Port 71,V44_12,2,4497,1,Port 55,281,639,90.13,25326.53
9370,2021-08-12,Port 62,V44_6,3,8140,73,Port 60,154,835,24.84,3825.36
9371,2022-10-09,Port 48,V44_3,2,9480,39,Port 39,108,72,47.65,5146.2
9372,2022-02-21,Port 19,V44_6,1,4705,87,Port 14,392,233,39.89,15636.88
9373,2020-09-23,Port 41,V44_5,3,6666,95,Port 76,196,987,64.75,12691.0
9374,2022-06-02,Port 93,V44_10,4,2012,28,Port 79,263,906,51.04,13423.52
9375,2021-02-27,Port 49,V44_3,3,1123,59,Port 11,494,221,40.94,20224.36
9376,2023-05-13,Port 71,V44_1,1,5124,3,Port 52,352,139,52.15,18356.8
9377,2021-03-17,Port 4,V44_7,4,6915,27,Port 5,454,227,82.28,37355.12
9378,2021-08-02,Port 81,V44_11,4,6385,38,Port 42,473,932,84.27,39859.71
9379,2023-10-18,Port 56,V44_12,3,2119,21,Port 92,444,556,79.8,35431.2
9380,2021-01-22,Port 83,V44_5,1,3480,65,Port 88,295,872,18.93,5584.35
9381,2022-05-06,Port 42,V44_5,2,9417,1,Port 97,355,662,68.29,24242.95
9382,2021-01-04,Port 51,V44_11,3,4616,46,Port 30,473,813,79.56,37631.88
9383,2022-04-16,Port 23,V44_2,3,9265,99,Port 78,276,615,69.77,19256.52
9384,2020-10-25,Port 42,V44_2,1,1759,99,Port 88,472,376,96.25,45430.0
9385,2020-02-28,Port 79,V44_2,5,9483,89,Port 3,123,712,32.24,3965.52
9386,2021-08-17,Port 98,V44_11,1,4526,9,Port 50,490,767,98.88,48451.2
9387,2021-06-20,Port 5,V44_12,4,1039,97,Port 33,216,318,49.83,10763.28
9388,2021-04-27,Port 83,V44_10,5,2744,77,Port 73,483,896,84.41,40770.03
9389,2023-06-19,Port 37,V44_8,2,8359,31,Port 5,482,491,91.3,44006.6
9390,2022-07-12,Port 42,V44_4,1,7845,57,Port 73,26,970,43.09,1120.34
9391,2021-05-23,Port 73,V44_9,5,6206,60,Port 93,139,39,97.41,13539.99
9392,2022-01-27,Port 97,V44_9,3,5469,47,Port 91,384,2,23.58,9054.72
9393,2023-04-08,Port 73,V44_2,5,4681,47,Port 97,345,193,92.89,32047.05
9394,2023-11-02,Port 6,V44_9,2,2563,22,Port 63,138,997,23.22,3204.36
9395,2023-08-18,Port 66,V44_3,4,2753,47,Port 83,147,161,60.89,8950.83
9396,2022-07-27,Port 8,V44_8,3,8235,88,Port 2,479,293,58.49,28016.71
9397,2020-06-24,Port 93,V44_4,4,2246,75,Port 30,324,738,64.59,20927.16
9398,2020-01-22,Port 92,V44_1,3,3082,10,Port 39,326,75,31.85,10383.1
9399,2022-08-18,Port 92,V44_11,4,6222,28,Port 17,32,675,29.22,935.04
9400,2020-09-29,Port 17,V44_7,3,5043,79,Port 44,281,400,17.51,4920.31
9401,2021-10-24,Port 64,V44_4,4,5132,71,Port 85,81,751,48.48,3926.88
9402,2023-11-20,Port 9,V44_5,2,6348,59,Port 15,37,301,55.72,2061.64
9403,2022-03-25,Port 9,V44_4,4,3072,89,Port 91,319,363,65.28,20824.32
9404,2023-11-07,Port 18,V44_6,4,5471,32,Port 77,116,719,28.75,3335.0
9405,2021-03-10,Port 20,V44_11,2,3174,81,Port 58,420,703,88.08,36993.6
9406,2023-12-31,Port 14,V44_10,3,5799,60,Port 88,210,485,74.86,15720.6
9407,2022-02-24,Port 67,V44_5,4,2523,89,Port 7,236,609,93.91,22162.76
9408,2023-12-21,Port 21,V44_9,2,7816,25,Port 16,219,764,41.69,9130.11
9409,2022-05-16,Port 92,V44_9,4,2313,57,Port 71,92,9,66.84,6149.28
9410,2023-05-08,Port 31,V44_3,3,7801,37,Port 9,347,430,40.55,14070.85
9411,2021-06-08,Port 12,V44_12,5,8715,14,Port 95,139,518,90.9,12635.1
9412,2020-05-29,Port 97,V44_2,5,6463,64,Port 48,270,991,59.54,16075.8
9413,2020-07-14,Port 47,V44_9,4,7189,53,Port 72,106,287,62.17,6590.02
9414,2023-02-14,Port 46,V44_9,2,6614,46,Port 74,98,187,81.29,7966.42
9415,2020-04-30,Port 44,V44_5,3,7814,84,Port 13,80,440,22.86,1828.8
9416,2020-04-16,Port 11,V44_10,1,9435,41,Port 25,174,93,81.8,14233.2
9417,2021-11-12,Port 53,V44_7,5,7580,88,Port 51,365,639,91.0,33215.0
9418,2021-04-25,Port 44,V44_9,1,6801,63,Port 70,380,901,73.79,28040.2
9419,2022-08-22,Port 97,V44_1,4,8063,10,Port 19,331,273,63.6,21051.6
9420,2021-12-26,Port 9,V44_7,3,6968,65,Port 75,81,182,16.37,1325.97
9421,2023-05-26,Port 64,V44_7,1,2255,44,Port 51,134,274,92.71,12423.14
9422,2023-10-05,Port 52,V44_5,1,6606,8,Port 60,6,254,36.03,216.18
9423,2023-05-10,Port 70,V44_1,5,9812,74,Port 2,13,945,16.86,219.18
9424,2023-12-24,Port 8,V44_6,3,2987,7,Port 60,360,786,74.3,26748.0
9425,2020-04-03,Port 68,V44_2,4,4794,53,Port 36,34,881,23.89,812.26
9426,2020-01-11,Port 54,V44_2,4,9335,17,Port 23,195,789,58.11,11331.45
9427,2021-06-03,Port 83,V44_1,4,7068,11,Port 16,231,290,59.72,13795.32
9428,2022-10-30,Port 51,V44_3,3,1182,16,Port 43,85,250,10.25,871.25
9429,2023-06-23,Port 89,V44_2,2,7664,83,Port 32,384,427,94.28,36203.52
9430,2022-02-19,Port 20,V44_3,1,9012,89,Port 9,98,279,29.08,2849.84
9431,2021-09-11,Port 71,V44_6,4,3145,49,Port 77,408,440,23.77,9698.16
9432,2022-03-19,Port 12,V44_5,2,8276,9,Port 32,305,825,21.33,6505.65
9433,2023-10-06,Port 27,V44_4,3,1200,45,Port 82,88,684,44.33,3901.04
9434,2022-01-29,Port 58,V44_11,4,7763,60,Port 51,5,636,63.35,316.75
9435,2020-09-27,Port 21,V44_12,2,6126,28,Port 94,327,718,74.33,24305.91
9436,2023-02-19,Port 15,V44_5,5,3045,98,Port 18,440,13,85.76,37734.4
9437,2020-03-25,Port 98,V44_2,5,1223,27,Port 100,51,168,93.25,4755.75
9438,2023-04-03,Port 34,V44_12,2,2392,48,Port 44,377,484,60.83,22932.91
9439,2021-01-02,Port 30,V44_3,4,1946,34,Port 22,231,582,15.12,3492.72
9440,2021-06-17,Port 31,V44_4,3,9415,36,Port 52,148,489,40.38,5976.24
9441,2020-12-13,Port 8,V44_1,1,2903,88,Port 1,468,805,16.01,7492.68
9442,2022-10-28,Port 83,V44_2,1,6805,84,Port 18,263,718,54.03,14209.89
9443,2022-10-06,Port 88,V44_12,4,2885,13,Port 23,319,669,32.62,10405.78
9444,2021-11-25,Port 72,V44_7,2,5730,43,Port 15,209,542,58.15,12153.35
9445,2022-08-16,Port 4,V44_1,3,8521,12,Port 55,184,902,80.11,14740.24
9446,2020-09-27,Port 7,V44_5,2,8513,5,Port 74,461,234,97.15,44786.15
9447,2020-07-02,Port 83,V44_10,1,6279,13,Port 95,228,386,15.05,3431.4
9448,2021-10-11,Port 90,V44_12,5,7706,23,Port 97,264,697,98.03,25879.92
9449,2023-12-25,Port 29,V44_9,1,8669,23,Port 4,14,539,89.02,1246.28
9450,2022-12-22,Port 62,V44_7,2,9508,100,Port 71,293,539,65.14,19086.02
9451,2022-06-05,Port 6,V44_1,5,5303,66,Port 91,180,776,36.83,6629.4
9452,2020-10-17,Port 6,V44_4,2,8730,73,Port 66,274,905,21.15,5795.1
9453,2021-06-17,Port 29,V44_8,5,6996,19,Port 59,301,775,80.48,24224.48
9454,2020-08-27,Port 98,V44_3,1,4934,64,Port 47,64,461,65.81,4211.84
9455,2021-10-03,Port 30,V44_2,3,4540,24,Port 36,458,884,67.5,30915.0
9456,2020-03-31,Port 20,V44_12,5,6407,57,Port 66,68,714,83.6,5684.8
9457,2020-09-18,Port 18,V44_12,1,5313,61,Port 2,287,44,82.06,23551.22
9458,2022-10-19,Port 65,V44_11,1,5238,29,Port 19,199,899,31.52,6272.48
9459,2021-07-29,Port 41,V44_9,2,9229,1,Port 78,458,357,82.0,37556.0
9460,2022-01-08,Port 42,V44_7,3,3391,16,Port 30,480,49,71.86,34492.8
9461,2022-05-30,Port 50,V44_1,4,2369,63,Port 26,247,95,15.36,3793.92
9462,2021-08-02,Port 97,V44_1,3,2285,35,Port 99,96,467,64.49,6191.04
9463,2021-06-23,Port 82,V44_4,2,9007,95,Port 48,384,12,91.72,35220.48
9464,2023-06-09,Port 86,V44_3,3,3093,52,Port 70,244,599,77.67,18951.48
9465,2021-06-24,Port 51,V44_1,2,8297,92,Port 30,297,552,15.86,4710.42
9466,2022-11-24,Port 3,V44_12,3,6127,70,Port 97,235,472,18.64,4380.4
9467,2021-10-03,Port 66,V44_4,1,5802,24,Port 65,413,306,60.8,25110.4
9468,2022-06-11,Port 98,V44_2,2,4313,69,Port 39,54,83,37.85,2043.9
9469,2020-12-03,Port 38,V44_10,5,4380,84,Port 25,128,598,23.77,3042.56
9470,2021-10-08,Port 64,V44_8,2,7459,28,Port 88,316,363,19.22,6073.52
9471,2022-10-03,Port 4,V44_9,2,4290,43,Port 80,175,243,56.76,9933.0
9472,2020-11-05,Port 86,V44_10,5,2154,48,Port 82,135,644,15.53,2096.55
9473,2023-02-12,Port 92,V44_10,2,4975,11,Port 11,370,162,35.44,13112.8
9474,2023-09-08,Port 90,V44_10,4,1847,21,Port 1,399,592,46.49,18549.51
9475,2023-07-27,Port 54,V44_1,4,3698,27,Port 53,182,986,74.62,13580.84
9476,2022-06-20,Port 71,V44_2,2,6649,72,Port 47,263,472,16.74,4402.62
9477,2020-04-18,Port 9,V44_2,4,6853,61,Port 58,214,75,51.23,10963.22
9478,2021-01-21,Port 6,V44_5,2,6179,65,Port 31,443,843,27.45,12160.35
9479,2020-10-31,Port 26,V44_1,1,3967,10,Port 42,450,220,54.8,24660.0
9480,2020-04-21,Port 76,V44_1,1,3639,93,Port 11,148,548,21.96,3250.08
9481,2021-04-15,Port 5,V44_4,3,1268,93,Port 62,280,960,61.79,17301.2
9482,2021-01-10,Port 27,V44_5,2,9030,82,Port 40,299,350,73.4,21946.6
9483,2020-03-14,Port 30,V44_8,3,4624,39,Port 44,404,489,89.26,36061.04
9484,2022-08-21,Port 75,V44_2,3,6366,88,Port 33,373,501,43.82,16344.86
9485,2021-06-16,Port 63,V44_4,2,5478,89,Port 49,51,77,88.4,4508.4
9486,2020-11-30,Port 1,V44_2,3,6423,13,Port 74,373,717,86.34,32204.82
9487,2023-12-16,Port 45,V44_12,1,7320,4,Port 28,236,136,60.39,14252.04
9488,2022-08-14,Port 90,V44_8,1,6549,87,Port 99,154,844,89.8,13829.2
9489,2022-06-12,Port 11,V44_12,3,5060,2,Port 89,135,179,55.83,7537.05
